category	wikidata_id	instances	first_edit	days	size	images	notes	issues	references	issue_clarify	discussion_size	incipit_size	totali	avg_pv	avg_pv_prev	VdQ	vetrina	Galleria_Commons	Pagina_su_Commons	article	article_wikipedia	website	unique_editors	latitude	longitude	visitors	public_private	staff	type	communication_expert	public_digital_archive	nonpublic_digital_archive	region
museo	Q106449354	museo,,,,,,,,	15-03-2021	1235.0	4479.0	2.0	0.0	1.0	0.0	0.0	0.0	486.0	1134	0	1	0	0			Museo della memoria, Assisi 1943-1944	Museo della memoria, Assisi 1943-1944	http://www.visit-assisi.it/monumenti-e-luoghi-dinteresse-2/musei/museo-della-memoria/	13	43.069692107979066	12.614314686520103								Umbria
museo	Q106449370	museo,,,,,,,,	30-03-2021	1220.0	7264.0	0.0	4.0	0.0	0.0	0.0	38.0	357.0	596	0	0	0	0			Museo del Risorgimento	Museo del Risorgimento (Lendinara)	Nessun sito web	7	Nessuna coordinata geografica	Nessuna coordinata geografica								Veneto
museo	Q106522633	museo archeologico,,,,,,,,	10-04-2021	1209.0	11942.0	1.0	6.0	0.0	0.0	0.0	38.0	524.0	986	0	1	0	0	Museo della Centuriazione Romana (Villadose)		Museo della centuriazione romana	Museo della centuriazione romana (Villadose)	http://www.centuriazione.it/museo_centuriazione.html	11	45.0736	11.889141666666667	226 (2018)	Pubblico (2018)	0 (2018)	Archeologia (2018)				Veneto
museo	Q106581215	museo archeologico,museo di un ente pubblico,,,,,,,	21-04-2021	1198.0	16049.0	5.0	20.0	0.0	0.0	0.0	644.0	274.0	1472	0	1	0	0University of Pavia - Archaeological Museum			Museo di Archeologia dell'Università degli Studi di Pavia	Museo di Archeologia dell'Università degli Studi di Pavia	https://archeologia.unipv.eu/	16	45.18694444444444	9.156944444444445	1145 (2022)	Pubblico (2022)	2 (2021)	Archeologia (2022)	Si, impiegati esclusivamente nel museo/istituto (2021)	No, non ancora (2022)	Si una parte (2022)	Lombardia
museo	Q106584154	museo della tecnologia,casa museo,museo di un ente pubblico,,,,,,	21-04-2021	1198.0	5287.0	3.0	6.0	0.0	0.0	0.0	0.0	212.0	1381	0	1	0	0	Museo Golgi		Museo Camillo Golgi	Museo Golgi	http://museocamillogolgi.unipv.eu/	7	45.18805555555556	9.150555555555556	523 (2022)	Pubblico (2022)	1 (2021)	Scienza e tecnica; (2022)	SÌ, impiegati anche in altri enti, musei, istituti (2021)	Si una parte (2022)	No, non ancora (2022)	Lombardia
museo	Q106611057	museo,,,,,,,,	20-04-2021	1199.0	10482.0	1.0	7.0	0.0	0.0	0.0	0.0	798.0	477	0	0	0	0	Museo d'Arte Adria e Delta (Adria, Italy)		Museo d'Arte Adria e Delta	Museo d'Arte Adria e Delta	http://www.museomaad.it/	6	45.054402777777774	12.056372222222222								Veneto
museo	Q106685855	museo,fucina,,,,,,,	10-05-2023	449.0	2778.0	0.0	4.0	1.0	0.0	0.0	34.0	158.0	222	0	0	0	0			Museo del Ferro – Fucina di Pamparane	Museo del Ferro – Fucina di Pamparane	https://sistemamuseale.cmvs.it/odolo/	5	45.6462732	10.3838025								Lombardia
museo	Q106766805	pinacoteca,,,,,,,,	06-05-2021	1183.0	3831.0	2.0	1.0	0.0	0.0	0.0	0.0	352.0	793	0	1	0	0			Pinacoteca comunale Attilio Moroni	Pinacoteca comunale Attilio Moroni	Nessun sito web	8	Nessuna coordinata geografica	Nessuna coordinata geografica								Marche
museo	Q106766880	museo diocesano,museo di arte sacra,museo religioso,museo archeologico,museo di un ente privato,,,,	05-05-2021	1184.0	5184.0	0.0	3.0	0.0	0.0	0.0	0.0	284.0	546	0	1	0	0			Museo diocesano	Museo diocesano (Macerata)	Nessun sito web	10	Nessuna coordinata geografica	Nessuna coordinata geografica	1300 (2022)	Privato (2022)		Chiesa, edificio o complesso monumentale a carattere religioso (2022)		Si interamente (2022)		Marche
museo	Q106966510	museo storico,museo specializzato,museo di un ente pubblico,,,,,,	22-05-2021	1167.0	13114.0	0.0	37.0	0.0	0.0	0.0	0.0	559.0	1092	0	1	0	0			"Museo della Scuola e dell'Educazione ""Mauro Laeng"""	"Museo della Scuola e dell'Educazione ""Mauro Laeng"""	https://scienzeformazione.uniroma3.it/terza-missione/mused/	13	Nessuna coordinata geografica	Nessuna coordinata geografica	400 (2022)	Pubblico (2022)	2 (2021)	Storia (2022)	Si, impiegati esclusivamente nel museo/istituto (2021)	Si una parte (2022)	No, non ancora (2022)	Lazio
museo	Q106967894	museo storico,museo di un ente privato,,,,,,,	16-05-2021	1173.0	8287.0	13.0	2.0	0.0	0.0	0.0	43.0	685.0	450	0	1	0	0	Museo della Guerra Bianca Adamellina		Museo della Guerra Bianca Adamellina	Museo della guerra bianca adamellina	Nessun sito web	12	46.1029026	10.7378488	3000 (2022)	Privato (2022)	2 (2021)	Storia (2022)	NO (2021)	Si una parte (2022)	Si una parte (2022)	Trentino-Alto Adige
museo	Q107081549	museo,,,,,,,,	01-06-2021	1157.0	11801.0	0.0	11.0	0.0	0.0	0.0	0.0	753.0	884	0	1	0	0			Collezione Eugenio Balzan	Collezione Eugenio Balzan	Nessun sito web	12	Nessuna coordinata geografica	Nessuna coordinata geografica				Arte moderna e contemporanea (dal ‘900 ai giorni nostri) (2017)				Veneto
museo	Q107138092	attrazione turistica,museo,,,,,,,	23-08-2021	1074.0	4461.0	0.0	9.0	0.0	0.0	0.0	0.0	216.0	4854	1	5	0	0			Museo Lancia	Museo Lancia	Nessun sito web	19	45.06	7.63								Piemonte
museo	Q107150047	museo militare,museo storico,museo di un ente pubblico,,,,,,	07-06-2021	1151.0	3810.0	2.0	2.0	0.0	0.0	0.0	0.0	332.0	699	0	0	0	0	Museo della vita del soldato nella Grande Guerra (Recoaro Terme)		Museo della vita del soldato nella Grande Guerra	Museo della vita del soldato nella Grande Guerra	https://www.museialtovicentino.it/museo/museo-la-vita-del-soldato-nella-grande-guerra/	13	45.70542	11.22638	400 (2022)	Pubblico (2022)		Storia (2022)		No, non ancora (2022)	No, non ancora (2022)	Veneto
museo	Q107192489																			Fondazione Bisazza	Fondazione Bisazza	https://www.fondazionebisazza.it	13	Nessuna coordinata geografica	Nessuna coordinata geografica								
museo	Q1072263	museo scientifico,museo universitario,,,,,,,	01-06-2006	6636.0	5504.0	2.0	4.0	0.0	0.0	0.0	6513.0	435.0	26246	8	5	0	0	Museo di storia naturale (Florence)		Museo di storia naturale dell'Università di Firenze	Museo di storia naturale (Firenze)	https://www.sma.unifi.it	55	43.77834	11.259857								Toscana
museo	Q107353352	museo,,,,,,,,	26-06-2021	1132.0	8760.0	4.0	12.0	0.0	0.0	0.0	185.0	500.0	3719	1	2	0	0	Museo dell'intrattenimento elettronico		Museo dell'intrattenimento elettronico	Museo dell'intrattenimento elettronico	https://elettroludica.it/	4	42.019071	13.430833								Abruzzo
museo	Q107530889	museo d'arte,,,,,,,,	22-06-2021	1136.0	9570.0	4.0	18.0	0.0	0.0	0.0	0.0	548.0	5310	2	3	0	0	Imago Museum		Imago Museum	Imago Museum	https://imagomuseum.it/	18	42.47003	14.20639								Abruzzo
museo	Q107530890	museo,,,,,,,,	24-06-2021	1134.0	20183.0	5.0	13.0	0.0	0.0	0.0	215.0	517.0	614	0	0	0	0			Sezione archeologica del museo civico di Crema e del Cremasco	Sezione archeologica del museo civico di Crema e del Cremasco	Nessun sito web	7	Nessuna coordinata geografica	Nessuna coordinata geografica								Lombardia
museo	Q1075580	museo nazionale,museo,museo ed ecomuseo di rilevanza regionale,museo della tecnologia,,,,,	08-07-2006	6599.0	3906.0	2.0	0.0	0.0	0.0	0.0	137.0	295.0	13423	4	3	0	0	Museo Nazionale Alinari della Fotografia		Museo nazionale Alinari della fotografia	Museo nazionale Alinari della fotografia	Deprecated	43	43.773447	11.249963		Privato (2011)	5 (2011)	Scienza e tecnica; (2011)	Pubblico (2017)			Toscana
museo	Q107718892	museo,,,,,,,,	15-08-2021	1082.0	4178.0	0.0	3.0	0.0	0.0	0.0	0.0	489.0	522	0	1	0	0	Walser ethnographic museum		museo etnografico walser di Rimella	Museo etnografico Walser	Nessun sito web	4	45.90565	8.18685								Piemonte
museo	Q1080108	museo d'arte,museo nazionale,palazzo,museo nazionale italiano,museo archeologico,museo d'arte moderna,Istituto museale ad autonomia speciale,museo del Ministero della Cultura italiano,	02-08-2006	6574.0	20640.0	12.0	8.0	0.0	0.0	0.0	1837.0	1267.0	80590	25	20	0	0	Galleria Nazionale delle Marche	Galleria Nazionale delle Marche	Galleria nazionale delle Marche	Galleria nazionale delle Marche	http://www.gallerianazionalemarche.it/	90	43.724344	12.636471	163194 (2022)	Pubblico (2022)	87 (2021)	Arte (da medievale a tutto l’800) (2022)	Si, impiegati esclusivamente nel museo/istituto (2021)	Si una parte (2022)	No, non ancora (2022)	Marche
museo	Q108075757	museo,,,,,,,,	13-08-2021	1084.0	1761.0	1.0	0.0	1.0	0.0	0.0	0.0	187.0	1492	0	2	0	0			Museo dei Madonnari	Museo dei Madonnari	http://www.curtatone.it/index.php/madonnari/il-museo-dei-madonnari	5	45.15576111111111	10.694461111111112								Lombardia
museo	Q1081881	museo d'arte,museo nazionale,museo nazionale italiano,museo religioso,museo del Ministero della Cultura italiano,,,,	22-08-2006	6554.0	21419.0	11.0	5.0	0.0	0.0	0.0	1196.0	1287.0	51425	16	15	0	0	Museo di San Matteo (Pisa)		Museo nazionale di San Matteo	Museo nazionale di San Matteo	http://www.polomusealetoscana.beniculturali.it/index.php?it/204/pisa-museo-nazionale-di-san-matteo	84	43.71463	10.40745	5667 (2022)	Pubblico (2022)	13 (2021)	Arte (da medievale a tutto l’800) (2022)	SÌ, impiegati anche in altri enti, musei, istituti (2021)	Si una parte (2022)	Si una parte (2022)	Toscana
museo	Q1082578	orto botanico,museo di storia naturale,museo di un ente pubblico,,,,,,	26-08-2006	6550.0	8920.0	3.0	8.0	0.0	0.0	0.0	768.0	814.0	1784	1	2	0	0	Orto botanico di Bergamo		"Orto Botanico di Bergamo ""Lorenzo Rota"""	Orto botanico di Bergamo Lorenzo Rota	http://www.ortobotanicodibergamo.it	57	45.70777778	9.65777778	. (2022)	Pubblico (2022)	4 (2021)	Storia naturale e scienze naturali (2022)	NO (2021)	Si una parte (2022)	Si una parte (2022)	Lombardia
museo	Q108294018	museo specializzato,museo d'arte moderna,museo di un ente privato,,,,,,	18-08-2021	1079.0	4562.0	0.0	4.0	0.0	0.0	0.0	1522.0	190.0	231	0	0	0	0			Museo nazionale del pugilato	Museo nazionale del pugilato	http://www.museodelpugilato.fpi.it	7	Nessuna coordinata geografica	Nessuna coordinata geografica	300 (2022)	Privato (2022)	1 (2021)	Tematico e/o specializzato; (2022)	NO (2021)	Si una parte (2022)	No, non ancora (2022)	Umbria
museo	Q108294156	museo,,,,,,,,	19-08-2021	1078.0	2905.0	4.0	4.0	1.0	0.0	0.0	0.0	164.0	4675	1	4	0	0	Fellini Museum (Rimini)		Fellini Museum	Fellini Museum	https://www.fellinimuseum.it/	12	44.06146541854341	12.565692171198423								Emilia-Romagna
museo	Q108294157	museo,museo d'arte moderna,museo di un ente privato,,,,,,	24-08-2021	1073.0	3134.0	0.0	6.0	0.0	0.0	0.0	0.0	1533.0	438	0	1	0	0			Museo d'arte moderna e contemporanea	Museo d'arte moderna e contemporanea (Penne)	Nessun sito web	5	Nessuna coordinata geografica	Nessuna coordinata geografica								Abruzzo
museo	Q10855544	museo nazionale,museo,museo d'arte,museo specializzato,Istituto museale ad autonomia speciale,museo del Ministero della Cultura italiano,,,	11-12-2005	6808.0	56096.0	3.0	14.0	0.0	0.0	0.0	1425.0	1218.0	450728	137	121	0	0	Galleria dell'Accademia		Galleria dell'Accademia	Galleria dell'Accademia	https://www.galleriaaccademiafirenze.it/	132	43.776944444444446	11.258888888888889	1428369 (2022)	Pubblico (2022)	47 (2021)	Arte (da medievale a tutto l’800) (2022)	NO (2021)	Si interamente (2022)	Si interamente (2022)	Toscana
museo	Q1085811	pinacoteca,museo d'arte,museo di un ente privato,,,,,,	28-05-2006	6640.0	34852.0	7.0	2.0	0.0	0.0	0.0	807.0	309.0	177279	54	61	0	0	Pinacoteca ambrosiana (Milan)		Pinacoteca Ambrosiana	Pinacoteca Ambrosiana	https://www.ambrosiana.it/chi-siamo/ambrosiana/pinacoteca/	105	45.46378	9.185952	88972 (2022)	Privato (2022)	17 (2021)	Arte (da medievale a tutto l’800) (2022)	SÌ, impiegati anche in altri enti, musei, istituti (2021)	Si interamente (2022)	Si una parte (2022)	Lombardia
museo	Q108762143	ecomuseo,,,,,,,,	29-03-2021	1221.0	30037.0	14.0	7.0	0.0	0.0	0.0	605.0	159.0	779	0	1	0	0	Ecomuseo degli Iblei		Ecomuseo degli Iblei	Ecomuseo degli Iblei	https://ecomuseoiblei.it/	12	Nessuna coordinata geografica	Nessuna coordinata geografica								Sicilia
museo	Q1089115	studiolo,,,,,,,,	01-11-2006	6483.0	11028.0	2.0	2.0	0.0	0.0	0.0	967.0	372.0	69182	21	20	0	0	Studiolo di Francesco I		Studiolo di Francesco I	Studiolo di Francesco I	Nessun sito web	36	43.7691	11.2566								Toscana
museo	Q1089361	castello,museo,edificio militare museo,parco storico museo,museo di un ente pubblico,,,,	14-11-2006	6470.0	7542.0	13.0	2.0	0.0	0.0	0.0	2282.0	586.0	91612	28	23	0	0	Castello dell'Imperatore	Castello dell'Imperatore	Castello dell'Imperatore	Castello dell'Imperatore	http://www2.po-net.prato.it/artestoria/citta/castello/imperatore/pagina23.html	68	43.878883	11.098659	49548 (2022)	Pubblico (2022)	3 (2021)	Architettura fortificata o militare (castello, torre, mura, arsenale, etc.) (2022)	SÌ, impiegati anche in altri enti, musei, istituti (2021)	Si interamente (2022)	No, non disponeva di beni da digitalizzare (2022)	Toscana
museo	Q1089694	castello,edificio militare museo,parco storico museo,museo religioso,museo di un ente privato,,,,	14-07-2006	6593.0	11878.0	3.0	6.0	0.0	0.0	0.0	964.0	178.0	52055	16	13	0	0	Churburg		Castel Coira	Castel Coira	http://www.churburg.com/	44	46.663539	10.58873	25300 (2022)	Privato (2022)	6 (2021)	Architettura fortificata o militare (castello, torre, mura, arsenale, etc.) (2022)		No, non ancora (2022)	No, non ancora (2022)	Trentino-Alto Adige
museo	Q1092134	cimitero,museo religioso,museo di un ente privato,,,,,,	11-05-2006	6657.0	13458.0	9.0	2.0	0.0	0.0	0.0	74.0	93.0	55653	17	22	0	0	English Cemetery, Florence		cimitero degli inglesi	Cimitero degli inglesi (Firenze)	Nessun sito web	84	43.777525	11.268163888889	12000 (2022)	Privato (2022)	0 (2021)	Chiesa, edificio o complesso monumentale a carattere religioso (2022)	NO (2021)	Si una parte (2022)	No, non disponeva di beni da digitalizzare (2022)	Toscana
museo	Q1092493	cineteca,cinema,istituzione educativa,,,,,,	11-08-2006	6565.0	14584.0	5.0	22.0	0.0	0.0	0.0	0.0	280.0	58027	18	20	0	0	Cineteca di Bologna		Cineteca di Bologna	Cineteca di Bologna	http://www.cinetecadibologna.it/	81	44.4988658	11.3368279								Emilia-Romagna
museo	Q1094986	palazzo italiano,palazzo,museo archeologico,museo d'arte,museo nazionale italiano,museo,museo storico,museo del Ministero della Cultura italiano,	03-03-2007	6361.0	12422.0	36.0	6.0	0.0	0.0	0.0	2190.0	762.0	161255	49	42	0	0	Palazzo Altemps (Rome)	Palazzo Altemps	Palazzo Altemps	Palazzo Altemps	https://museonazionaleromano.beniculturali.it/palazzo-altemps/	67	41.901337	12.472968	49635 (2022)	Pubblico (2022)	17 (2021)	Archeologia (2022)	SÌ, impiegati anche in altri enti, musei, istituti (2021)	Si una parte (2022)	Si una parte (2022)	Lazio
museo	Q109512586	museo,,,,,,,,	02-11-2021	1003.0	2103.0	1.0	1.0	0.0	0.0	0.0	0.0	152.0	220	0	0	0	0	Sala espositiva Tito Caporali (Schio)		Sala espositiva Tito Caporali	Sala espositiva Tito Caporali	https://www.museialtovicentino.it/museo/sala-espositiva-tito-caporali/	4	Nessuna coordinata geografica	Nessuna coordinata geografica								Veneto
museo	Q109512782	museo militare,museo storico,,,,,,,	03-11-2021	1002.0	2371.0	0.0	0.0	0.0	0.0	0.0	0.0	176.0	786	0	1	0	0			Museo della grande guerra 1915-18 Battaglia Tre Monti	Museo della grande guerra 1915-18 Battaglia Tre Monti	https://www.museialtovicentino.it/museo/museo-della-grande-guerra-1915-18-battaglia-tre-monti/	5	45.8625706156	11.6137511137	2500 (2019)			Storia (2019)				Veneto
museo	Q109717880	archivio,biblioteca,museo specializzato,museo,museo di un ente privato,,,,	22-11-2021	983.0	8137.0	7.0	4.0	1.0	0.0	0.0	0.0	1508.0	3152	1	4	0	0	Museo Officine Benelli		Museo Officine Benelli	Museo Officine Benelli	https://www.officinebenelli.it/officine/2021/	13	43.913580555555555	12.907211111111112	5000 (2022)	Privato (2022)	4 (2021)	Altro, specificare: (2022)	Si, impiegati esclusivamente nel museo/istituto (2021)	Si una parte (2022)		Marche
museo	Q1097330	collegiata,museo,chiesa parrocchiale,basilica minore,chiesa parrocchiale,chiesa pievana,,,	05-02-2007	6387.0	59866.0	23.0	49.0	0.0	0.0	0.0	72.0	1487.0	99299	30	39	0	0	Duomo (San Gimignano)	Duomo (San Gimignano)	basilica di Santa Maria Assunta	Collegiata di Santa Maria Assunta (San Gimignano)	Nessun sito web	98	43.46782	11.04277								Toscana
museo	Q110147769	museo militare,edificio militare museo,parco storico museo,,,,,,	02-11-2021	1003.0	2724.0	0.0	1.0	0.0	0.0	0.0	0.0	183.0	294	0	0	0	0	Museo Storico Militare Forte di Punta Corbin		Museo storico militare forte di Punta Corbin	Museo storico militare forte di Punta Corbin	https://www.museialtovicentino.it/museo/museo-storico-militare-forte-di-punta-corbin/	6	45.83342640879389	11.387221100141655	6000 (2021)	Privato (2021)	2 (2021)	Architettura fortificata o militare (castello, torre, mura, arsenale, etc.) (2021)	Si, impiegati esclusivamente nel museo/istituto (2021)	Si una parte (2021)	Si una parte (2021)	Veneto
museo	Q110276150	museo,,,,,,,,	07-02-2022	906.0	13292.0	7.0	8.0	0.0	0.0	0.0	33.0	383.0	1070	0	1	0	0	Museo Chierici di Paletnologia		Museo Chierici di Paletnologia	Museo Chierici di Paletnologia	https://www.musei.re.it/collezioni/collezioni-del-palazzo-dei-musei/museo-gaetano-chierici-di-paletnologia/	13	Nessuna coordinata geografica	Nessuna coordinata geografica								Emilia-Romagna
museo	Q110291966	museo,,,,,,,,	28-12-2021	947.0	2854.0	1.0	3.0	0.0	0.0	0.0	0.0	529.0	714	0	2	0	0			Museo dell'Uomo di Altamura	Museo dell'uomo di Altamura	https://www.uomodialtamura.it/	10	40.826266433476675	16.555595088102145								Puglia
museo	Q110305132	museo,,,,,,,,	29-12-2021	946.0	1854.0	1.0	3.0	1.0	0.0	0.0	0.0	198.0	517	0	1	0	0			Museo del pane (Altamura)	Museo del pane	https://www.museodelpaneforte.it	8	40.8275	16.552333333333333								Puglia
museo	Q1103550	museo d'arte,museo nazionale italiano,museo,museo d'arte moderna,Istituto museale ad autonomia speciale,pinacoteca,museo del Ministero della Cultura italiano,,	10-12-2005	6809.0	17806.0	10.0	3.0	0.0	0.0	0.0	862.0	803.0	51153	16	35	0	0	Pinacoteca Nazionale (Bologna)		Pinacoteca Nazionale di Bologna	Pinacoteca nazionale di Bologna	https://www.pinacotecabologna.beniculturali.it/it/	98	44.497707	11.353538	86192 (2022)	Pubblico (2022)	45 (2021)	Arte (da medievale a tutto l’800) (2022)	Si, impiegati esclusivamente nel museo/istituto (2021)	Si interamente (2022)	Si una parte (2022)	Emilia-Romagna
museo	Q110455149	museo storico,,,,,,,,	26-10-2021	1010.0	2770.0	2.0	1.0	0.0	0.0	0.0	0.0	166.0	329	0	0	0	0	Collezione Rovini (Treschè Conca, Roana)		Collezione Rovini	Collezione Rovini	https://www.museialtovicentino.it/museo/collezione-rovini/	7	Nessuna coordinata geografica	Nessuna coordinata geografica	. (2019)	Privato (2019)		Storia (2019)				Veneto
museo	Q110461129	museo della tecnologia,museo di un ente privato,,,,,,,	17-07-2021	1111.0	6190.0	9.0	0.0	1.0	0.0	0.0	300.0	480.0	998	0	1	0	0			Museo della stampa e del design tipografico	Museo della stampa e del design tipografico	Nessun sito web	6	Nessuna coordinata geografica	Nessuna coordinata geografica	10000 (2022)	Privato (2022)		Scienza e tecnica; (2022)				Veneto
museo	Q110461130	museo,,,,,,,,	16-11-2021	989.0	1892.0	1.0	1.0	0.0	0.0	0.0	0.0	169.0	185	0	0	0	0	Museo delle Cartiere di Oliero		Museo delle cartiere di Oliero	Museo delle cartiere di Oliero	Nessun sito web	6	45.84607568898437	11.667928609106243								Veneto
museo	Q110461131	museo storico,museo di un ente pubblico,,,,,,,	02-11-2021	1003.0	4486.0	0.0	1.0	1.0	0.0	0.0	0.0	180.0	1253	0	2	0	0			Museo delle forze armate 1914 - 1945	Museo delle forze armate 1914-1945	Nessun sito web	11	45.48794	11.41423	5252 (2022)	Pubblico (2022)	0 (2021)	Storia (2022)		Si una parte (2022)	Si una parte (2022)	Veneto
museo	Q110464670	museo,giardino,parco archeologico,,,,,,	02-01-2022	942.0	9508.0	10.0	14.0	0.0	0.0	0.0	0.0	455.0	1152	0	2	0	0	Parco Internazionale della Scultura		Parco Internazionale della Scultura	Parco internazionale della scultura	https://www.museomarca.info/schede/parco-internazionale-della-scultura_2910/	11	Nessuna coordinata geografica	Nessuna coordinata geografica								Calabria
museo	Q110464674	villa,complesso di edifici,giardino,palazzo museo,,,,,	23-11-2021	982.0	7823.0	0.0	2.0	0.0	0.0	0.0	0.0	335.0	1998	1	2	0	0			Parco e villa Rossi	Villa Rossi (Santorso)	Nessun sito web	8	45.73846	11.3939								Veneto
museo	Q110571409	centro di documentazione,museo didattico,mostra,,,,,,	28-03-2023	492.0	4703.0	2.0	6.0	0.0	0.0	0.0	0.0	179.0	307	0	1	0	0	Opificio della Grada - Interior		Opificio delle Acque	Opificio delle acque	https://www.opificiodelleacque.it/	4	44.4972149	11.3284546								Emilia-Romagna
museo	Q110578058	museo,archivio privato,,,,,,,	29-12-2021	946.0	7499.0	3.0	3.0	0.0	0.0	0.0	771.0	1241.0	1819	1	2	0	0	Archivio storico delle Cartiere Miliani Fabriano		Archivio storico delle Cartiere Miliani Fabriano	Archivio storico delle Cartiere Miliani Fabriano	Nessun sito web	19	43.33299165766018	12.89770777581914								Marche
museo	Q110762379	lapidario,,,,,,,,	10-01-2022	934.0	8596.0	2.0	0.0	0.0	0.0	0.0	33.0	277.0	573	0	1	0	0	Portico dei Marmi		Portico dei Marmi	Portico dei Marmi	Nessun sito web	7	Nessuna coordinata geografica	Nessuna coordinata geografica								Emilia-Romagna
museo	Q110914157	museo,,,,,,,,	21-02-2022	892.0	4728.0	2.0	2.0	0.0	0.0	0.0	33.0	398.0	899	0	1	0	0	Collezione Spallanzani		Museo di Lazzaro Spallanzani	Collezione Spallanzani	https://www.musei.re.it/collezioni/collezioni-del-palazzo-dei-musei/collezione-lazzaro-spallanzani/	7	Nessuna coordinata geografica	Nessuna coordinata geografica								Emilia-Romagna
museo	Q1111219	sito archeologico greco antico,polis,parco archeologico,,,,,,	10-04-2005	7053.0	20283.0	8.0	10.0	0.0	0.0	0.0	4380.0	330.0	4303	1	5	0	0	Himera	Himera	Imera	Imera (città antica)	http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=50&IdSito=65	104	37.970555	13.822206	. (2019)	Pubblico (2019)		Parco archeologico; (2019)				Sicilia
museo	Q1113291	museo specializzato,museo di un ente privato,,,,,,,	30-09-2009	5419.0	5374.0	3.0	4.0	0.0	0.0	0.0	713.0	419.0	11009	3	2	0	0	Museo del precinema (Padua)		Museo del precinema	Museo del precinema	http://www.minicizotti.it	43	45.40001	11.87576	6000 (2022)	Privato (2022)	1 (2021)	Tematico e/o specializzato; (2022)	Si, impiegati esclusivamente nel museo/istituto (2021)	No, non ancora (2022)	No, non ancora (2022)	Veneto
museo	Q111364734	museo,,,,,,,,	10-01-2022	934.0	7310.0	6.0	6.0	0.0	0.0	0.0	543.0	1256.0	1734	1	2	0	0	Ferrania Film Museum		Ferrania Film Museum	Ferrania Film Museum	https://www.ferraniafilmmuseum.net/	11	44.397847222222225	8.275294444444445								Liguria
museo	Q111379306	museo,,,,,,,,	27-03-2022	858.0	4171.0	2.0	3.0	0.0	0.0	0.0	1245.0	181.0	1747	1	2	0	0	Museo tecnologico di Telespazio		Museo tecnologico di Telespazio	Museo tecnologico di Telespazio	https://www.telespazio.com/it/business/space-centres-teleports/fucino-space-centre	2	41.97888888888889	13.601944444444445								Abruzzo
museo	Q1113843	edificio,biblioteca pubblica,biblioteca di un ente territoriale italiano,museo,museo di un ente pubblico,,,,	05-12-2006	6449.0	58164.0	19.0	67.0	0.0	0.0	0.0	11637.0	1587.0	139619	42	34	1	0	Biblioteca Malatestiana	Biblioteca Malatestiana	Biblioteca Malatestiana	Biblioteca Malatestiana	http://www.comune.cesena.fc.it/malatestiana-antica	185	44.138851	12.243729	14682 (2022)	Pubblico (2022)		Altro, specificare: (2022)		Si una parte (2022)		Emilia-Romagna
museo	Q111396060	museo,,,,,,,,	31-03-2022	854.0	8306.0	6.0	2.0	0.0	0.0	0.0	0.0	694.0	216	0	0	0	0	Museo Castrum Vivarii		Museo Castrum Vivarii	Museo Castrum Vivarii	https://www.museocastrumvivarii.it/	11	42.10004510521312	13.00688720218505								Lazio
museo	Q1114366	museo dell'industria,museo specializzato,museo storico,museo della tecnologia,museo di un ente pubblico,,,,	26-03-2009	5607.0	22149.0	18.0	1.0	1.0	0.0	0.0	726.0	785.0	24183	7	6	0	0	Museo del Patrimonio Industriale di Bologna		Museo del patrimonio industriale di Bologna	Museo del patrimonio industriale di Bologna	http://www.comune.bologna.it/patrimonioindustriale/	45	44.521945	11.334606	14618 (2022)	Pubblico (2022)	10 (2021)	Industriale e/o d’impresa (anche archeologia industriale) (2022)	Si, impiegati esclusivamente nel museo/istituto (2021)	Si una parte (2022)	Si una parte (2022)	Emilia-Romagna
museo	Q1115138	museo,,,,,,,,	05-10-2007	6145.0	3240.0	3.0	0.0	0.0	0.0	0.0	0.0	1438.0	10544	3	4	0	0	Le Roste		Le Roste	Le Roste	Nessun sito web	19	43.10805556	11.0425								Toscana
museo	Q1115335	museo archeologico,museo di storia naturale,museo di un ente privato,,,,,,	17-10-2008	5767.0	11773.0	8.0	0.0	1.0	0.0	0.0	0.0	749.0	5224	2	1	0	0	Museo archeologico della Valle Sabbia (Gavardo)		Museo archeologico della Valle Sabbia	Museo archeologico della Valle Sabbia	http://www.comune.gavardo.bs.it/museoarcheologico	33	45.5846556	10.4384883	2335 (2022)	Privato (2022)	2 (2021)	Archeologia (2022)	NO (2021)	Si una parte (2022)	Si una parte (2022)	Lombardia
museo	Q1115846	ospedale,ex ospedale,museo,museo locale,museo storico,edificio militare museo,museo di un ente pubblico,ospitale,	26-05-2007	6277.0	12485.0	4.0	4.0	0.0	2.0	0.0	0.0	649.0	68689	21	20	0	0	Ospedale del Ceppo (Pistoia)		ospedale del Ceppo	Ospedale del Ceppo	Nessun sito web	82	43.935055555556	10.918222222222	5379 (2022)	Pubblico (2022)	5 (2021)	Storia (2022)	Si, impiegati esclusivamente nel museo/istituto (2021)	Si una parte (2022)	Si una parte (2022)	Toscana
museo	Q111682775	museo,,,,,,,,	03-04-2022	851.0	2023.0	0.0	1.0	0.0	0.0	0.0	0.0	108.0	222	0	0	0	0			Museo d'arte figurativa contemporanea	Museo d'arte figurativa contemporanea	Nessun sito web	1	Nessuna coordinata geografica	Nessuna coordinata geografica								Basilicata
